X746	X191	X20	X540	X277	X777	X28	X702	X53	X89	X56	X302	X75	X147	X423	X404	X182	X194	X45	X96	X169	X416	X148	X46	X203	X92	X357	X44	X199	X123	X701	X762	X17	X754	X581	X97	X662	X361	X637	X284	X195	X91	X415	X126	X234	X133	X542	X64	X205	X27	X98	X545	X497	X514	X141	X376	X504	X374	X420	X257	X693	X358	X690	X1	X680	X322	X705	X719	X745	X707	X706	X760	X767	X67	X174	X202	X87	X12	X38	X422	X40	X86	X691	X587	X150	X178	X30	X434	X654	X185	X172	X109	X47	X733	X445	X135	X519	X394	X58	X55	X217	X688	X245	X328	X642	X15	X332	X166	X81	X656	X37	X157	X175	X66	X678	X572	X740	X734	X73	X143	X8	X488	X421	X451	X80	X493	X10	X137	X52	X198	X187	X122	X667	X111	X744	X5	X120	X69	X285	X560	X505	X620	X13	X377	X176	X105	X651	X168	X145	X68	X671	X437	X119	X683	X742	X54	X681	X673	X262	X312	X522	X607	X290	X703	X65	X764	X293	X619	X769	X442	X23	X88	X39	X616	X739	X432	X72	X639	X121	X235	X435	X42	X93	X598	X173	X732	X11	X771	X84	X426	X193	X201	X186	X99	X76	X489	X31	X324	X29	X755
31	0	4	234	0	0	0	48	0	34	0	0	0	0	0	0	0	0	0	84	31	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	75	0	126	31	2	0	1	15	1	0	0	0	0	1	11	0	6218	0	3	0	2	0	0	0	0	0	4	0	13	84	1451	0	0	11	2	0	1	30	0	64	0	0	0	0	3	17	0	4	13	0	54	1	134	10	1	8	3	3	1193	0	2	13	0	186	0	0	53	2	2	0	0	27	0	2088	0	5	1	0	0	1222	0	69	10	7	23	0	33	0	2886	23	80	5	1	0	0	101	0	0	9	0	0	0	12	0	0	0	0	0	9	0	0	10	5	1	0	4	0	276	0	0	0	0	0	171	11	100	1	0	0	0	0	30	0	0	156	0	0	1	0	98	0	1	0	0	0	0	0	21	0	107	0	202	2
32	0	7	516	0	0	0	9	0	44	0	0	0	0	131	0	0	0	0	100	32	0	0	20	0	0	0	0	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	4	0	20	2	970	10	0	0	0	2	5	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	3	0	0	22	0	3	19	592	0	0	45	6	0	0	54	0	129	0	0	0	0	22	67	0	0	8	0	0	4	52	0	1	7	2	0	501	2	0	14	1	169	0	0	9	0	0	0	0	48	0	557	0	0	0	0	0	474	0	32	1	4	3	0	8	0	840	6	4	0	1	0	0	139	0	0	6	0	13	0	8	0	0	0	0	0	14	0	0	0	0	1	1	1	1	56	0	0	0	0	1	151	17	103	0	0	0	10	0	7	0	0	7	0	0	1	0	201	0	6	3	5	0	0	10	10	0	36	0	95	0
33	0	4	212	0	0	0	27	0	37	0	0	0	0	8	10	0	0	0	380	53	0	0	69	0	0	2	0	150	0	20	0	0	98	0	0	8	0	0	0	0	0	0	0	103	4	25	1	108	0	263	58	6	2	1	29	4	0	0	0	0	1	5	0	8585	0	5	1	0	1	0	0	0	0	95	13	2	12	620	1	0	289	71	0	0	20	0	571	5	0	0	0	58	189	0	0	7	0	0	10	137	10	0	5	2	1	1089	6	6	27	2	134	0	18	103	4	3	0	0	110	0	2862	5	3	5	192	4	1454	55	106	23	14	36	1	43	1	2241	26	87	3	0	1	0	375	1	1	6	0	0	4	13	0	0	0	0	0	67	0	0	1	3	7	0	8	0	4	2	1	0	1	6	697	71	386	6	1	0	10	3	46	0	0	159	21	0	1	1	682	0	41	0	13	0	0	5	785	9	533	0	355	0
34	0	5	584	1	0	0	4	0	5	0	0	0	1	5	13	0	0	0	187	39	0	0	49	0	0	0	0	1	2	1	0	0	9	0	0	2	0	0	0	2	0	0	0	0	3	7	0	92	0	184	47	1	3	1	25	0	0	0	0	0	0	4	0	7394	0	2	0	0	0	0	0	0	0	52	2	0	22	553	0	0	81	30	1	1	2	0	60	0	0	0	0	1	3	0	4	6	0	0	2	117	9	0	6	1	2	977	1	12	109	0	80	0	0	104	1	2	0	0	95	0	2457	2	1	5	0	0	943	1	89	4	3	30	3	29	0	2262	17	62	10	0	0	0	479	0	0	1	0	0	0	0	0	0	0	0	0	53	0	0	1	0	1	0	2	0	3	0	0	0	0	3	403	18	97	0	0	0	31	0	45	12	0	132	4	2	0	0	527	0	27	0	9	0	0	18	5	2	427	0	239	0
35	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	15	19	0	0	0	2	0	0	0	0	0	0	1	0	316	0	2	0	2	0	0	0	0	0	1	0	1	1	59	3	0	3	2	0	1	0	0	6	0	0	0	0	0	0	0	1	11	0	0	0	52	4	0	4	1	0	99	2	1	4	0	10	0	0	24	0	1	0	0	11	0	63	0	1	1	0	0	302	0	21	5	6	13	0	27	3	265	18	57	4	8	1	0	39	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	2	6	6	0	0	0	0	1	0	1	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	176	0	15	0	0	0	0	0	3	0	3	0	0	0
36	0	4	501	3	0	0	182	0	2	0	0	0	0	17	2	0	108	99	121	33	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	30	0	201	21	0	1	2	5	1	5	0	0	0	0	1	0	3617	0	2	1	0	0	0	0	0	0	126	0	6	31	1339	17	0	312	91	1	3	0	0	107	0	0	7	0	7	11	0	0	18	0	0	0	15	0	0	4	0	0	126	1	1	10	0	35	0	0	5	0	0	0	0	34	0	1413	1	0	0	1	0	108	0	5	0	1	1	0	4	0	250	1	5	1	0	3	0	1301	0	0	1	0	6	110	0	0	3	1	0	0	183	0	0	1	0	0	0	0	0	8	1	1	3	0	2	584	61	204	0	0	0	9	0	9	1	0	28	3	0	1	0	2278	0	305	1	47	0	0	6	134	1	228	0	40	0
37	0	15	706	1	0	0	0	0	98	30	0	0	0	1	0	0	0	0	94	19	0	4	3	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	200	9	404	38	3	1	2	24	2	0	0	0	0	0	7	0	11514	0	7	0	0	0	0	0	0	0	99	0	0	24	408	0	0	190	32	0	1	6	0	13	0	0	0	0	11	45	0	1	16	0	0	3	38	1	0	0	0	0	148	0	0	2	0	33	0	0	13	2	3	0	0	53	37	4500	5	8	0	0	0	166	0	4	13	6	5	0	5	0	333	4	24	2	0	0	0	184	0	0	6	0	5	0	5	0	0	0	0	0	43	0	0	0	1	0	0	0	0	3	1	0	0	0	1	208	21	44	0	0	0	5	2	0	31	0	395	16	1	3	0	340	0	16	0	5	0	74	0	11	3	92	0	78	0
38	0	4	181	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	73	3	0	0	5	1	0	0	0	76	0	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	252	32	0	1	4	29	0	0	0	0	0	0	0	2	6585	0	3	1	0	1	1	0	0	0	72	9	0	8	499	1	0	178	46	2	1	3	0	2	0	0	0	0	0	4	0	0	15	4	0	62	47	1	0	1	1	0	255	0	1	0	0	48	0	0	24	0	1	0	0	30	6	2307	2	2	1	0	0	270	0	10	5	5	6	0	9	0	668	0	27	5	0	0	0	125	0	0	0	2	0	3	5	0	0	0	0	0	11	0	0	0	0	0	0	1	0	34	0	2	0	0	1	184	1	43	0	0	0	0	0	0	4	0	64	9	0	2	0	249	0	36	1	1	0	0	0	0	0	5	0	152	0
39	0	1	129	0	0	0	28	3	52	0	0	0	0	0	0	0	0	0	41	14	3	0	4	1	0	0	0	9	2	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	2	95	0	932	22	1	1	5	26	19	0	0	0	0	0	3	5	4725	2	2	0	0	0	1	0	0	0	6	0	8	23	355	4	0	14	2	0	1	0	0	67	2	0	0	0	0	0	0	0	7	11	0	229	70	2	0	0	0	1	434	0	3	0	0	8	0	0	25	0	2	5	3	98	0	1953	2	3	2	0	0	262	0	15	5	10	4	0	6	0	1027	10	45	6	0	0	0	99	0	0	2	0	2	1	25	0	0	0	0	0	11	0	0	0	0	0	0	2	0	10	0	0	0	0	0	256	72	315	1	1	0	1	0	1	2	0	11	18	0	4	0	454	1	21	0	4	0	0	4	0	0	5	0	47	0
40	0	9	336	2	0	0	0	0	9	0	1	0	0	0	0	0	0	0	27	10	0	2	4	0	0	0	0	1	1	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	2	1	0	37	0	67	13	1	2	1	17	2	0	0	0	0	0	2	6	4131	0	2	0	1	0	0	0	0	0	26	2	3	9	502	37	0	113	22	0	0	1	0	1	0	0	0	0	0	0	0	0	8	13	0	412	44	4	0	0	0	0	339	0	4	8	0	145	0	0	41	1	0	0	0	43	0	1382	0	2	2	1	0	394	0	36	5	7	10	0	17	0	733	4	27	3	0	0	0	10	0	0	1	0	0	0	6	0	0	0	0	0	2	0	0	0	2	0	0	0	0	53	0	0	0	0	0	73	4	11	0	0	0	0	0	0	0	0	0	2	0	4	0	219	0	0	1	2	0	0	2	0	0	2	0	70	0
41	0	3	354	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	112	9	6	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	8	8	90	0	1532	41	3	0	1	23	15	0	0	0	0	0	3	0	5296	1	2	0	1	0	0	0	0	0	4	0	6	43	668	2	0	5	1	0	0	2	0	100	0	0	0	0	0	2	0	4	12	8	0	340	336	27	0	18	6	4	2740	3	87	35	1	375	0	0	117	3	0	1	0	102	0	1967	3	1	7	2	0	3139	0	306	7	24	42	4	36	1	7589	80	225	7	3	3	0	219	0	0	0	0	0	0	1	0	0	0	0	0	18	5	0	16	12	0	0	19	0	0	0	4	1	0	5	1177	36	235	0	0	0	0	0	0	2	0	11	11	0	1	0	252	0	25	0	3	0	0	87	80	4	717	0	167	0
42	0	2	165	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	49	12	0	1	4	0	0	0	0	1	1	0	0	0	15	0	0	2	0	0	0	0	0	0	0	7	7	85	1	18	0	177	17	0	1	1	5	1	0	0	0	0	0	0	0	2717	0	0	0	0	0	0	0	1	0	1	5	2	3	491	0	0	37	2	0	0	0	0	176	1	0	0	0	0	4	0	1	3	1	0	41	102	15	0	8	8	0	2043	3	40	41	0	313	0	84	78	0	0	0	0	11	0	1000	0	1	1	115	4	3613	73	271	11	7	38	1	31	1	4736	34	77	1	0	0	0	43	0	0	5	0	0	0	7	0	0	0	1	0	5	0	1	8	5	3	1	11	0	0	1	1	1	0	1	409	19	85	0	0	0	1	0	0	1	0	15	3	0	1	0	664	0	41	0	4	0	0	53	3	2	137	0	80	1
43	0	6	554	0	0	0	46	0	28	0	3	0	0	1	8	0	0	0	78	16	0	0	5	0	0	2	0	0	4	0	0	0	139	0	0	1	0	0	0	0	0	0	0	4	0	19	1	50	0	71	23	0	2	2	16	2	0	0	0	0	0	1	0	4628	0	1	0	0	0	1	0	1	0	6	2	4	20	1074	4	0	12	6	0	0	2	0	37	1	0	0	0	0	1	0	0	9	0	0	1	44	1	0	1	0	0	513	0	7	2	0	52	0	13	13	0	0	0	0	9	0	1592	0	0	0	26	1	612	25	22	9	7	8	0	6	0	1337	12	29	1	0	1	0	463	0	0	1	0	0	0	9	0	0	0	1	0	65	0	0	1	0	0	0	3	0	23	0	2	1	0	1	336	61	289	0	0	0	1	2	43	2	0	283	0	0	0	2	796	0	46	0	10	0	0	47	38	0	555	0	233	0
44	0	1	87	0	0	0	105	0	37	0	42	0	0	0	0	0	0	0	198	46	2	1	22	0	0	0	0	18	3	0	1	0	134	0	0	0	0	0	0	0	0	0	0	0	1	18	0	97	0	140	30	1	3	1	19	1	0	0	0	0	0	4	0	7812	0	6	0	0	0	0	0	0	0	54	0	5	81	1012	2	0	86	24	0	1	1	0	53	0	0	0	0	0	0	0	5	13	0	0	0	55	0	0	1	1	0	416	0	0	2	0	29	0	2	21	0	2	0	0	24	0	2439	3	8	0	11	0	341	2	14	3	10	13	0	10	0	1075	4	40	6	0	6	0	2177	0	0	0	0	0	16	5	0	0	0	2	5	214	0	0	0	0	0	0	1	1	164	1	4	2	1	3	1088	28	198	0	1	0	5	0	0	4	0	21	12	7	15	1	2894	1	38	2	3	0	0	28	113	3	426	0	171	2
45	0	0	95	0	0	0	222	0	16	0	2	0	0	0	0	0	0	0	196	45	9	0	29	212	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	17	22	1	157	0	275	79	3	4	5	52	2	0	0	0	0	0	7	0	12959	0	8	0	2	0	0	0	1	0	94	2	8	54	1199	1	0	461	66	0	0	8	0	2	0	0	0	0	13	34	0	3	29	0	0	0	283	27	1	8	6	5	3235	3	60	81	3	364	0	0	146	4	0	0	0	61	0	4321	4	3	0	0	0	3726	0	297	14	20	72	1	64	1	8388	87	209	10	1	1	0	497	0	0	4	0	3	0	3	0	0	0	1	0	65	1	0	20	13	0	0	13	1	147	0	1	1	0	1	614	20	115	0	0	0	29	0	0	1	0	16	0	1	0	0	639	0	29	0	7	0	0	2	1	3	507	0	81	0
46	0	2	283	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	70	15	3	0	9	163	0	0	0	11	0	5	0	0	4	0	0	7	0	0	0	0	0	0	0	0	8	10	1	53	1	73	21	0	0	0	11	1	0	0	1	0	0	0	0	4229	0	0	0	0	0	0	0	0	0	7	0	4	14	192	0	0	51	3	0	0	7	0	34	0	0	0	0	0	0	0	2	3	0	0	0	111	13	0	10	11	1	1942	4	15	14	1	106	0	0	117	0	0	0	0	47	0	1325	2	1	6	0	0	3262	0	166	7	9	74	0	63	0	2646	26	84	1	0	2	0	416	0	0	0	0	0	0	1	0	0	38	0	0	37	2	0	3	2	0	0	4	0	51	0	2	0	0	0	152	22	182	1	0	0	172	0	4	0	0	15	2	0	10	0	1236	0	21	2	0	0	0	4	1	2	211	0	164	0
47	0	1	96	0	0	0	236	1	12	0	0	0	0	0	0	2	0	0	17	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	1	78	0	228	32	0	0	4	24	1	0	0	0	0	1	1	0	7175	2	4	0	0	0	0	0	0	0	4	0	0	1	225	100	0	24	5	0	0	0	0	8	0	0	0	0	1	5	0	0	11	0	0	5	72	2	0	3	1	1	355	0	3	45	1	26	0	0	33	0	0	2	0	95	0	2302	3	3	0	0	0	301	0	33	3	7	10	0	22	0	464	3	29	1	1	0	0	30	0	0	3	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	1	56	0	0	0	0	0	75	5	25	0	0	0	10	0	2	3	0	38	2	0	0	0	228	0	13	0	0	0	0	2	16	1	64	0	45	0
48	0	0	303	0	0	0	83	0	7	0	0	0	0	0	0	0	0	0	46	8	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	13	0	0	0	0	2	5	1	29	0	377	13	1	0	1	6	4	0	6	14	12	0	1	0	2662	0	1	0	0	0	0	0	0	0	3	0	2	7	252	166	2	19	2	0	0	1	0	115	2	0	0	0	0	6	0	1	6	0	0	2	58	4	0	2	0	1	669	3	0	62	0	39	0	0	15	0	0	0	1	23	0	1010	0	0	0	0	0	778	0	117	6	5	8	0	9	0	1769	10	32	4	0	0	0	183	0	0	0	0	0	0	6	1	0	0	0	0	26	0	0	1	0	2	1	4	0	5	0	0	0	0	0	188	11	65	0	0	0	12	0	4	2	0	71	2	1	1	0	1120	0	13	4	2	0	0	2	19	2	169	0	243	0
49	0	11	2043	2	0	0	21	0	9	0	6	0	0	0	0	0	0	0	76	12	0	1	0	0	0	9	0	660	0	68	0	0	1826	0	0	90	0	0	0	0	0	0	0	0	6	9	0	12	0	28	7	0	1	2	5	0	0	0	0	3	0	0	0	1743	0	0	0	0	0	0	0	0	0	55	0	0	9	671	64	1	178	50	0	1	1	0	181	1	0	0	0	18	59	2	0	4	0	0	1	42	1	0	4	2	0	1050	3	2	12	1	193	0	6	11	0	0	0	0	4	0	747	0	0	1	2	0	1388	1	75	1	1	11	0	9	0	2290	12	15	2	0	8	0	2374	0	0	32	0	2	0	49	1	0	0	2	3	238	1	2	1	2	0	0	0	4	411	0	1	0	0	1	480	72	336	21	1	0	12	1	58	17	0	215	50	2	6	0	824	0	26	0	1	0	12	5	7	2	548	1	328	0
50	0	5	755	1	0	0	6	0	113	0	1	0	0	5	0	0	0	0	13	1	0	0	0	0	0	0	0	90	0	7	0	0	388	0	0	17	0	0	0	0	0	0	0	1	9	15	1	34	0	78	23	0	0	0	10	1	0	0	0	0	0	0	0	3832	0	0	0	0	0	2	0	0	0	50	1	3	17	1404	10	0	263	61	0	0	0	0	40	1	0	0	4	107	255	0	0	14	0	0	0	91	6	0	7	8	1	2198	3	7	20	2	315	0	7	41	0	0	0	0	5	0	1310	0	1	1	14	0	2855	13	120	4	3	24	0	18	0	5399	40	75	3	1	15	0	4728	2	0	14	0	0	0	34	0	0	0	9	3	486	8	0	12	9	0	0	2	1	312	0	0	1	0	1	965	47	214	7	2	0	3	1	19	6	0	57	39	0	0	0	977	0	56	0	5	0	11	9	14	1	240	4	270	0
51	0	11	969	1	0	0	4	1	24	0	0	0	0	2	0	0	0	0	38	7	0	0	0	0	0	0	0	30	0	4	0	0	130	0	0	4	0	0	0	0	0	0	0	8	0	33	1	45	0	106	20	2	1	0	16	1	0	0	0	1	0	1	0	4159	0	2	1	0	0	0	0	0	0	22	0	1	21	607	34	0	45	16	0	0	5	0	91	0	0	0	0	10	27	0	2	6	0	0	0	60	3	0	0	2	0	567	4	1	0	1	61	1	36	24	1	0	0	0	14	0	1478	0	5	0	41	1	746	22	47	6	8	13	0	11	2	1623	15	29	1	0	7	0	2715	0	0	5	0	0	0	3	1	0	0	5	3	238	0	0	2	1	0	0	0	1	156	0	1	2	0	0	585	18	155	1	1	0	0	0	4	6	0	49	12	0	5	1	821	0	48	0	1	0	2	14	101	5	227	0	158	1
52	0	3	367	0	0	0	2	0	23	0	0	0	0	0	0	0	0	2	43	13	0	1	2	0	0	3	0	27	0	5	0	0	43	0	0	10	0	0	0	0	0	0	0	17	1	91	0	64	0	103	8	0	0	0	10	1	0	0	0	0	0	2	0	4460	1	0	0	0	0	0	0	0	0	15	1	2	23	583	34	0	25	10	1	0	0	0	50	0	0	0	1	7	14	0	0	7	0	0	0	60	3	0	3	2	1	687	2	4	2	0	19	0	72	20	0	0	0	0	12	0	1819	2	4	1	121	1	940	56	50	6	2	10	1	13	0	1944	13	31	1	1	0	0	997	0	0	2	0	0	2	0	0	0	0	2	0	130	1	0	4	0	0	0	2	1	31	0	0	0	0	1	211	17	76	0	0	0	2	0	0	11	0	128	6	1	6	1	963	0	19	0	4	0	2	2	4	0	318	0	90	0
53	0	2	636	0	0	0	15	0	11	0	0	0	0	1	0	0	0	0	38	5	0	0	1	0	0	0	0	8	0	2	0	0	63	0	0	8	0	0	0	0	0	2	0	2	0	17	0	136	0	104	18	2	2	1	17	0	0	0	0	0	0	0	0	8960	0	1	1	0	1	0	0	0	0	4	0	3	41	480	108	1	37	4	0	0	0	0	77	0	0	0	1	2	7	0	0	7	0	0	0	25	3	0	0	0	0	187	0	0	22	0	11	1	9	9	0	0	0	0	33	0	3230	0	6	0	17	0	234	14	9	2	1	5	0	4	0	439	1	12	0	0	0	0	446	0	0	4	0	0	2	6	0	0	0	0	0	94	0	0	0	0	0	0	0	0	22	0	5	0	0	0	678	28	97	1	0	0	8	0	0	10	0	119	29	1	0	0	427	0	52	0	6	0	14	82	8	1	416	0	199	0
54	0	1	156	0	0	0	5	0	3	1	1	0	0	1	0	0	0	0	40	6	1	1	0	0	0	0	0	11	0	3	0	0	36	0	0	2	0	0	0	0	0	20	0	0	1	6	0	22	0	21	1	1	1	0	2	0	1	0	1	2	0	0	0	1475	0	0	0	0	0	0	0	0	0	5	13	8	21	891	21	0	55	1	0	1	1	0	35	0	0	0	2	0	9	0	4	4	0	0	0	19	1	0	0	0	0	257	0	0	12	0	11	4	4	7	0	0	0	0	9	0	746	0	1	0	5	1	244	0	18	0	0	5	0	3	0	625	3	4	0	0	0	0	239	0	0	4	0	0	0	5	0	0	0	0	0	28	1	0	1	1	0	0	0	0	8	0	1	0	0	0	236	16	65	0	0	0	1	0	2	0	0	23	11	0	0	0	230	0	24	0	1	0	1	5	1	0	143	3	126	0
55	0	1	114	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	30	9	5	0	3	0	0	0	0	7	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	9	2	0	0	0	0	1	0	0	0	0	0	0	0	1420	0	1	0	0	0	0	0	2	0	2	4	42	293	4331	9	1	18	3	0	0	0	0	72	0	0	0	0	1	3	2	0	2	0	0	0	1	0	0	1	0	0	60	0	0	2	0	10	0	0	0	0	0	0	0	4	0	480	0	0	0	1	0	49	1	2	0	0	4	0	2	0	141	1	3	0	0	3	0	94	0	0	1	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	1	0	3	0	0	0	0	2	371	10	40	0	0	0	4	0	3	0	0	26	3	0	1	0	369	0	17	0	3	0	0	3	0	0	309	0	121	0
56	0	2	177	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	35	7	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	27	0	26	10	0	1	2	3	0	0	0	0	0	0	1	0	2045	0	1	0	0	0	0	0	0	0	10	2	3	26	789	7	0	45	5	0	0	0	0	18	0	0	0	0	0	1	0	0	8	0	0	0	12	0	0	1	0	0	168	0	0	3	0	32	1	0	15	0	0	0	0	16	0	775	0	0	0	1	0	148	0	6	1	0	2	0	5	0	333	0	6	1	0	0	0	289	0	0	7	0	2	0	7	1	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	1	1	0	1	878	14	85	0	1	0	15	0	0	0	0	4	0	1	0	0	479	0	20	0	4	0	0	46	2	1	148	0	54	0
57	0	5	766	0	0	0	37	0	10	0	1	0	0	0	0	0	0	0	62	19	0	0	3	0	0	2	0	76	0	9	0	0	222	0	0	10	0	0	0	0	0	0	0	0	3	4	0	39	0	94	18	0	2	0	9	3	0	0	0	0	0	0	0	2923	0	0	0	0	0	0	0	0	0	36	0	1	25	569	285	1	91	25	0	0	8	0	57	0	0	0	0	3	26	0	0	0	0	0	0	29	2	0	1	1	1	396	1	6	28	0	43	0	0	8	0	0	0	0	9	0	974	0	0	0	2	0	515	1	18	4	3	8	0	5	0	729	4	13	0	0	0	0	473	0	0	20	0	23	7	41	1	0	0	0	0	39	1	0	0	0	0	0	1	0	62	1	1	0	0	2	413	11	63	0	0	0	8	0	14	4	0	148	4	0	0	0	308	0	17	0	0	0	3	19	74	2	620	0	154	0
58	0	0	75	0	0	0	17	0	5	0	0	0	0	0	0	0	7	5	54	22	2	0	10	0	0	0	0	11	0	2	0	0	36	0	0	3	0	0	0	0	0	0	0	0	0	2	0	3	0	10	3	0	1	0	0	0	0	0	0	0	0	1	0	1197	0	0	0	0	1	0	5	0	0	4	0	0	10	560	7	0	109	10	0	0	71	0	4	0	0	0	1	8	13	0	0	3	0	0	0	16	0	0	2	1	0	548	2	6	12	0	70	0	1	4	0	0	0	0	2	0	510	0	0	1	3	0	850	3	39	0	1	7	0	12	0	916	1	4	0	0	2	0	276	0	0	0	0	1	0	1	0	0	0	1	0	35	0	0	1	2	0	0	1	0	24	0	0	0	0	0	286	4	32	0	0	0	1	1	14	3	0	159	1	0	1	0	441	0	20	0	1	0	3	4	22	0	111	0	338	0
59	0	2	64	0	0	0	184	0	12	0	3	0	0	0	0	0	0	0	68	9	0	4	7	0	0	0	0	1	0	0	0	0	168	0	0	13	0	0	0	0	0	0	0	0	2	2	3	48	0	93	15	0	0	1	9	1	0	0	0	0	0	0	0	4553	1	2	0	0	1	0	0	0	0	2	0	3	16	714	17	0	4	2	0	0	0	0	48	0	0	0	0	2	34	0	1	14	0	0	0	52	0	0	1	1	1	592	5	5	13	0	31	0	1	31	1	0	0	0	14	0	1557	0	4	1	0	0	637	0	51	7	10	9	0	14	0	1605	14	50	2	0	4	0	1708	0	0	0	0	0	0	0	0	0	0	0	1	137	4	0	3	2	0	0	1	0	0	0	3	0	0	1	316	14	43	0	0	0	15	0	7	1	0	93	0	0	1	0	482	0	12	0	1	0	0	27	1	0	343	0	61	0
60	0	9	505	0	0	0	52	0	0	1	0	0	0	18	0	0	0	0	32	2	0	0	3	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	39	0	104	20	0	0	0	2	3	0	0	0	0	0	0	0	3568	0	2	0	0	0	0	0	0	0	1	0	0	10	134	64	1	7	0	0	0	0	18	11	0	0	0	0	3	49	0	0	2	2	0	8	28	3	0	1	0	0	270	2	1	17	0	52	0	3	16	1	0	0	0	29	0	1146	0	2	0	3	0	395	0	21	2	3	9	2	14	0	314	4	12	0	0	0	0	58	0	0	2	0	0	0	5	0	0	1	0	0	9	0	1	0	2	0	0	0	0	0	0	1	0	0	1	90	5	12	0	0	0	0	0	35	3	0	214	0	2	0	0	367	0	21	0	0	0	0	0	67	0	45	0	16	0
61	0	0	8	0	0	0	80	0	55	0	1	0	0	44	0	0	20	16	81	23	0	0	1	0	0	1	0	25	0	0	2	0	20	0	0	8	0	5	0	0	13	64	0	0	0	2	0	33	0	56	15	0	1	4	1	0	0	0	0	0	0	0	0	4797	0	1	0	0	0	0	0	0	0	180	0	0	0	704	554	1	416	108	0	0	0	0	226	0	1	5	369	114	239	0	0	22	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	21	0	0	0	1	0	0	11	0	1647	1	1	0	0	0	9	0	0	1	0	0	0	1	0	19	0	1	0	0	1	1	2128	0	0	5	0	0	0	17	2	80	0	0	0	207	0	0	0	0	0	0	0	0	3	0	8	0	0	1	543	30	198	1	0	0	84	1	42	0	0	145	183	5	4	2	2372	1	58	2	4	0	68	0	0	0	24	41	550	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	48	0	4	1	0	13	0	14	2	0	0	0	5	0	0	0	0	0	0	3	0	206	0	2	0	0	0	0	0	0	0	3	0	0	0	31	3	8	9	5	0	0	0	0	7	0	0	0	0	0	1	0	0	14	0	0	0	41	2	0	2	0	0	34	0	0	1	0	1	0	0	22	0	1	0	0	9	0	42	0	1	0	0	0	75	0	14	18	1	4	0	4	0	101	1	15	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	5	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	105	0	26	0	0	0	0	0	0	0	3	0	0	0
63	0	1	206	0	0	0	9	0	13	17	0	0	0	0	0	0	3	0	54	14	0	0	10	0	0	0	0	1	0	0	0	0	256	0	0	0	0	0	0	0	0	1	1	0	0	0	0	56	0	41	7	3	3	0	7	0	0	0	0	0	0	1	0	3165	0	3	0	0	0	0	0	0	0	55	0	2	6	536	184	1	196	56	0	1	2	0	85	2	0	0	8	0	6	0	0	6	0	0	0	5	0	0	0	0	0	29	0	0	0	0	6	2	0	1	0	0	1	0	24	0	1061	0	1	0	0	0	22	0	1	0	2	1	0	0	0	65	0	2	1	0	12	0	3109	15	0	3	0	0	0	1	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	2	0	1	353	74	348	0	0	0	8	1	0	9	0	65	12	0	0	0	653	0	76	0	23	0	1	9	0	0	3	0	293	0
